Response Id,You regularly make new friends.,You spend a lot of your free time exploring various random topics that pique your interest,Seeing other people cry can easily make you feel like you want to cry too,You often make a backup plan for a backup plan.,"You usually stay calm, even under a lot of pressure","At social events, you rarely try to introduce yourself to new people and mostly talk to the ones you already know",You prefer to completely finish one project before starting another.,You are very sentimental.,You like to use organizing tools like schedules and lists.,Even a small mistake can cause you to doubt your overall abilities and knowledge.,You feel comfortable just walking up to someone you find interesting and striking up a conversation.,You are not too interested in discussing various interpretations and analyses of creative works.,You are more inclined to follow your head than your heart.,You usually prefer just doing what you feel like at any given moment instead of planning a particular daily routine.,You rarely worry about whether you make a good impression on people you meet.,You enjoy participating in group activities.,You like books and movies that make you come up with your own interpretation of the ending.,Your happiness comes more from helping others accomplish things than your own accomplishments.,You are interested in so many things that you find it difficult to choose what to try next.,You are prone to worrying that things will take a turn for the worse.,You avoid leadership roles in group settings.,You are definitely not an artistic type of person.,You think the world would be a better place if people relied more on rationality and less on their feelings.,You prefer to do your chores before allowing yourself to relax.,You enjoy watching people argue.,You tend to avoid drawing attention to yourself.,Your mood can change very quickly.,You lose patience with people who are not as efficient as you.,You often end up doing things at the last possible moment.,"You have always been fascinated by the question of what, if anything, happens after death.",You usually prefer to be around others rather than on your own.,You become bored or lose interest when the discussion gets highly theoretical.,You find it easy to empathize with a person whose experiences are very different from yours.,You usually postpone finalizing decisions for as long as possible.,You rarely second-guess the choices that you have made.,"After a long and exhausting week, a lively social event is just what you need.",You enjoy going to art museums.,You often have a hard time understanding other people s feelings.,You like to have a to-do list for each day.,You rarely feel insecure.,You avoid making phone calls.,You often spend a lot of time trying to understand views that are very different from your own.,"In your social circle, you are often the one who contacts your friends and initiates activities.","If your plans are interrupted, your top priority is to get back on track as soon as possible.",You are still bothered by mistakes that you made a long time ago.,You rarely contemplate the reasons for human existence or the meaning of life.,Your emotions control you more than you control them.,"You take great care not to make people look bad, even when it is completely their fault.",Your personal work style is closer to spontaneous bursts of energy than organized and consistent efforts.,"When someone thinks highly of you, you wonder how long it will take them to feel disappointed in you.",You would love a job that requires you to work alone most of the time.,You believe that pondering abstract philosophical questions is a waste of time.,"You feel more drawn to places with busy, bustling atmospheres than quiet, intimate places.",You know at first glance how someone is feeling.,You often feel overwhelmed.,You complete things methodically without skipping over any steps.,You are very intrigued by things labeled as controversial.,You would pass along a good opportunity if you thought someone else needed it more.,You struggle with deadlines.,You feel confident that things will work out for you.,Personality
4549,0,-1,0,0,-1,3,-1,0,-1,-1,1,1,-1,1,2,2,1,1,0,1,-1,1,1,0,1,-3,-1,0,-1,-1,-2,0,-1,0,-1,1,2,0,-1,3,2,1,-1,-1,-2,0,0,0,-3,0,0,0,2,0,3,-1,0,1,3,3,INFJ
4550,-1,0,-1,-1,-2,-3,-1,0,-2,0,1,0,-1,1,3,-3,-1,-2,2,1,0,0,0,1,0,-1,-2,-1,-1,0,-1,0,-1,1,0,1,1,0,0,-2,1,-1,-2,2,0,0,-2,0,2,0,0,0,2,0,-1,0,1,-3,-1,0,ISTP
4551,0,0,-2,-1,1,-1,1,0,-1,0,0,-2,-1,-1,-1,-3,1,-1,-1,-1,0,-1,0,0,-2,0,2,0,0,1,-3,0,0,0,-1,-1,0,0,-3,1,2,1,2,-1,1,0,-2,0,-2,0,0,0,0,0,2,0,0,0,-2,-1,ESTP
4552,0,0,2,2,-1,2,0,0,-1,0,0,0,-1,2,1,0,-1,2,0,1,0,1,0,-1,1,0,2,0,0,0,1,0,-1,0,-2,2,0,-2,1,0,0,-3,1,2,2,0,-2,0,-3,0,0,0,0,1,2,0,0,-1,-3,1,ISFP
4553,0,1,-2,1,0,-2,0,0,1,1,-1,-1,0,0,-2,1,3,1,0,-2,0,0,0,0,2,-1,3,-1,-3,-1,-1,0,0,0,-3,2,1,-2,-2,-1,0,0,-2,-2,1,0,0,-1,-1,0,0,0,1,0,1,0,-1,0,-1,0,ENTP
4554,0,0,-1,-2,-2,0,0,0,-2,0,-2,0,-1,-1,0,1,-1,-1,-1,-1,0,1,0,0,-1,-2,0,-1,0,-2,-1,0,-1,0,0,1,-1,0,0,0,-2,0,0,3,-1,0,1,0,0,0,0,0,-1,0,-2,0,0,0,1,1,ESTJ
4555,0,0,-1,2,2,1,-1,0,1,0,1,-1,0,-1,0,3,-2,-1,0,-1,0,1,-1,0,0,2,1,0,1,1,-1,0,1,0,-2,-2,-2,2,1,0,1,-1,1,-2,0,0,-1,0,-1,0,0,1,1,0,1,0,0,2,-1,-1,ESFJ
4556,0,0,-1,2,1,-2,-1,0,1,0,1,2,-1,0,-1,1,2,-1,1,-1,-1,0,0,0,1,1,-1,0,-3,2,0,0,-1,0,1,2,3,-2,3,1,-1,-2,-1,2,-1,1,-3,0,-1,0,0,0,2,0,3,0,0,3,-3,-1,ENTP
4557,0,0,-3,-2,-1,2,-1,0,-1,1,-3,2,-2,0,-1,-3,0,0,-1,1,0,1,0,1,1,2,1,0,2,0,-1,0,3,0,1,-1,2,0,-1,0,2,1,1,-1,-3,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,-2,ENTJ
4558,0,0,-2,0,0,1,1,0,-2,0,1,0,-2,0,0,-2,1,1,-1,-1,1,1,0,0,1,2,2,0,0,-1,-1,0,1,0,2,2,1,-1,3,1,1,-2,2,-2,0,0,2,-1,0,0,0,0,3,0,-1,0,0,-3,-1,0,ENTJ
4559,0,0,-3,1,-1,-1,0,0,-2,0,1,-2,3,0,1,0,-2,0,2,3,0,2,1,0,-2,1,-3,0,-1,2,0,-1,0,0,2,-1,-1,-1,1,-2,0,2,3,2,-2,0,-2,0,-3,-1,0,0,-2,0,3,1,0,-1,-1,-1,ENFJ
4560,0,0,1,-1,1,0,0,0,0,0,-1,-1,1,-1,-1,1,3,0,-1,0,0,0,0,0,-1,-1,-1,0,-2,-1,2,0,-3,0,-1,-2,-1,-3,-1,-1,-1,-1,0,2,-2,0,0,0,2,0,1,0,-2,0,1,0,0,-3,1,1,INFP
4561,0,0,-2,1,2,-1,0,0,1,0,-3,2,0,1,-2,2,-2,-2,0,1,0,-1,0,-1,-1,-1,0,-1,2,2,-2,0,0,0,0,-2,-2,1,0,0,1,2,1,-2,-1,0,0,0,2,0,0,0,3,0,-1,0,0,1,-3,2,ESFP
4562,0,0,-3,2,0,-2,2,1,1,0,2,-1,-3,0,-3,2,3,-2,-2,1,0,-3,0,0,-3,-1,0,0,0,-2,0,0,0,0,1,-2,-1,-1,1,1,0,1,-1,1,2,0,-1,0,3,0,-1,0,1,0,0,0,-1,1,3,3,ESTP
4563,0,0,2,-1,-3,1,2,0,-1,0,3,1,1,2,0,0,-3,0,1,-3,0,1,0,0,0,1,1,0,-3,-1,1,0,-1,0,-1,-1,0,-1,2,0,0,1,1,0,-1,0,-2,0,0,0,0,0,-2,0,0,0,0,0,3,0,ENFP
4564,0,0,0,-1,0,-1,3,0,-1,1,0,0,-1,1,1,-1,1,-1,-2,2,0,1,0,0,-1,3,-1,-1,-3,0,-1,-1,2,0,2,-1,0,0,1,2,1,1,3,-1,1,0,0,0,1,0,0,0,3,0,2,0,0,2,-1,2,ESTP
4565,0,0,-1,2,-1,-2,-2,0,-1,0,-1,-2,0,0,-3,3,2,1,1,0,0,-3,0,0,2,1,2,0,0,-1,-1,0,-3,0,1,0,2,0,-1,-1,-2,0,0,-2,0,0,3,1,-1,0,0,0,1,0,0,0,0,1,0,0,ENTP
4566,-1,0,-1,-2,-3,1,0,0,-2,0,1,1,0,1,-2,-1,1,0,-1,-2,0,-1,-1,0,1,-1,0,0,-1,3,1,0,-3,0,1,0,-2,2,0,-1,0,-2,2,-1,-1,0,-1,0,-2,0,1,0,-1,0,-1,-1,0,0,1,0,ESFP
4567,0,-1,3,2,0,0,1,0,-1,0,-1,-1,-1,0,1,-1,-1,-3,-2,-2,0,0,0,0,-2,-2,1,0,2,2,1,0,-3,0,1,0,3,-3,2,-1,0,0,-1,1,-1,0,2,-1,0,0,0,0,1,0,0,0,0,0,-2,2,INTP
4568,0,-1,-1,-2,-3,0,1,0,-1,0,-2,0,-3,0,3,-2,0,1,0,1,0,-1,0,0,1,-3,-2,1,-2,-2,1,0,-1,0,-3,1,3,0,1,1,2,1,-1,0,0,0,1,0,2,0,0,0,-2,0,1,0,0,-1,-1,1,ISFP
4569,0,0,3,1,0,-1,-2,1,0,0,0,-3,2,0,2,1,1,-1,-1,0,0,-3,0,0,-2,-2,0,0,-1,2,-2,0,-1,0,0,2,-1,-1,2,-1,-1,-2,2,1,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,2,1,0,ENFP
4570,-1,-1,1,2,-2,1,-1,1,1,0,0,2,0,1,0,-1,-3,2,0,0,0,0,0,0,1,1,1,0,-1,-2,3,0,0,0,1,-1,0,-2,1,-2,2,3,-1,1,-2,0,-1,0,0,0,0,0,1,0,-1,-1,0,1,2,1,ENFP
4571,0,0,-2,-1,1,0,-1,0,2,0,0,2,-2,-3,1,2,-2,0,1,2,0,1,0,0,2,2,1,0,-3,-1,-1,0,1,0,-2,-1,-1,3,-1,3,2,-1,1,1,1,0,1,0,0,0,-1,0,0,0,1,-1,0,0,0,-2,ESFJ
4572,0,0,1,1,-2,-2,-2,0,-2,0,-1,-1,3,0,-1,-2,-2,-1,1,2,0,1,0,1,-3,-1,1,-1,-1,2,-1,0,-1,0,1,-2,-2,-1,2,0,0,1,2,0,0,0,1,0,-3,-1,0,0,0,0,2,0,0,1,1,-2,ENFJ
4573,0,0,1,0,-1,2,0,1,1,0,0,1,3,0,3,-2,2,1,1,2,0,2,0,0,0,-1,-1,0,0,0,3,0,-3,1,-2,1,1,-1,1,-2,-1,-1,2,2,3,0,-1,0,-2,0,0,0,0,0,-3,0,0,1,0,-1,ISFP
4574,0,0,-2,0,0,2,0,0,0,0,0,0,1,1,-1,1,0,-1,-2,-2,0,2,-1,0,-2,-1,1,0,-3,-1,1,0,1,0,1,-1,-1,-1,-1,0,1,0,2,2,-2,0,2,1,3,0,0,1,-1,0,-1,0,0,0,2,1,ESTJ
4575,0,0,-1,0,-3,-3,-1,0,3,0,-1,0,-2,-1,-2,3,-2,-1,-1,0,1,1,0,0,-1,1,2,0,1,0,-1,0,0,0,2,-1,1,-2,0,1,-3,2,-2,2,-3,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,INTP
4576,0,0,1,1,-3,0,-2,0,3,0,-3,2,1,-1,2,-1,2,0,-2,0,0,1,0,0,1,0,1,0,1,-1,0,0,-2,0,0,2,-1,-2,1,-1,0,0,0,1,0,0,-1,0,-2,1,0,0,-2,0,0,0,0,1,0,0,ISFP
4577,0,0,2,0,2,-3,-1,0,-2,0,0,-3,-1,1,0,2,-1,-1,-1,1,0,-2,1,0,1,0,-1,0,-1,0,0,0,-1,0,1,1,-1,-1,3,-2,-2,-2,3,-2,1,0,-3,0,0,0,0,0,0,1,0,0,0,-1,0,1,ENFP
4578,0,0,2,0,-1,2,-2,-1,0,0,1,3,0,-2,-1,0,2,1,1,-2,-1,0,0,0,-2,-3,2,0,2,-2,1,0,1,0,-3,-1,-1,0,0,0,-2,1,1,2,0,0,1,0,0,0,0,0,-1,0,0,0,1,-2,0,0,INFP
4579,0,0,1,3,0,1,-1,-1,0,-1,1,-1,1,3,-2,0,3,0,1,-1,0,1,0,0,-1,3,1,0,0,-2,3,0,-3,0,3,-3,-3,2,0,0,0,3,1,1,-3,0,-1,0,0,0,0,0,3,0,3,0,0,3,2,1,ENFP
4580,0,0,0,0,1,-1,-3,0,-1,0,-1,-2,2,0,2,0,-1,1,-1,3,0,-1,0,0,-2,-2,1,0,0,0,-1,0,-2,0,2,1,-1,0,1,-2,-1,-1,1,-1,0,0,-1,0,-1,0,0,0,0,0,-2,0,0,1,2,1,ENFP
4581,0,0,1,-2,-1,3,-3,0,1,0,-1,-3,3,1,0,0,1,0,-1,-2,0,1,0,0,0,0,-2,0,3,1,1,0,1,0,-3,-2,-1,-3,1,-2,-1,-1,-2,-2,3,0,1,0,1,-1,0,1,-2,0,1,0,0,-2,-1,0,INFP
4582,0,0,-2,0,-1,1,0,0,1,1,0,0,-3,2,-2,-1,-3,-1,0,-2,0,1,0,0,-2,-1,1,0,-2,1,-1,0,-2,0,0,1,-2,1,-1,-1,2,-2,1,0,0,0,0,-1,0,0,0,0,-3,0,0,0,0,-2,2,1,ESFP
4583,0,0,-2,-3,2,1,-1,0,-3,0,0,1,-1,0,0,2,-1,0,1,0,0,0,0,0,-2,-1,-3,0,3,-2,0,0,-1,1,0,0,-2,0,-2,-1,0,0,0,0,-1,0,-2,0,2,0,0,0,3,0,-1,0,0,-1,3,-2,ESTJ
4584,-1,0,-1,-1,-1,1,-2,0,0,0,1,2,2,-2,1,2,2,0,-2,-2,0,2,1,0,-3,0,1,0,-3,1,0,0,-1,0,-1,-2,0,-2,1,-2,-2,0,2,3,-1,0,1,0,0,0,0,1,-1,0,0,0,0,-1,-2,0,ESTJ
4585,0,0,-1,0,2,2,2,0,-1,-1,-3,2,2,-1,-2,-2,0,1,-1,-3,0,1,0,0,0,-1,-3,0,1,2,1,0,1,0,0,2,2,-3,1,2,0,-2,2,1,-1,0,1,1,2,0,0,0,0,0,-1,0,0,-2,-1,-3,ENTJ
4586,0,0,1,3,-2,1,1,0,0,0,2,1,2,0,2,0,-2,1,0,1,0,-1,0,0,2,0,1,0,-1,1,0,0,-2,0,3,0,0,0,2,-1,0,1,0,0,0,0,-1,0,0,0,0,0,0,-1,-2,0,0,1,1,1,ENFP
4587,-1,0,-2,-1,-2,1,-1,0,1,-1,0,1,-3,2,0,1,1,1,-2,2,-1,0,0,0,1,2,-1,0,1,2,1,0,-2,0,1,-3,-1,1,0,0,3,2,0,-1,-2,0,1,0,2,0,0,0,1,0,2,0,0,0,0,1,ESFP
4588,0,0,0,-1,0,0,2,0,-1,0,-1,2,0,0,0,-1,-1,2,-2,0,-1,1,0,0,2,1,3,0,2,-3,0,0,2,0,2,2,0,0,3,1,1,0,2,0,0,0,0,0,1,0,0,0,-1,1,-2,0,-1,-2,0,0,ENTJ
4589,0,0,1,-2,2,3,-2,0,0,0,2,-2,-1,0,-1,1,0,3,-3,0,0,2,0,0,-1,3,-2,0,1,0,2,0,0,0,1,2,-2,-3,2,-1,3,-3,2,1,-1,0,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,ISTJ
4590,0,0,-2,-1,0,1,-1,0,1,0,0,-2,-2,-2,-2,-2,-1,-2,-1,1,0,0,0,0,-1,1,1,0,1,2,-3,0,-1,0,1,-2,-2,-1,1,-1,3,2,1,1,0,0,2,-1,-1,0,0,0,-2,0,0,0,0,-3,1,-2,INTJ
4591,0,0,-2,-1,2,-1,-2,0,2,0,-2,-1,1,-1,0,-2,0,0,-1,-1,0,-1,0,0,-1,2,1,0,3,-2,2,0,-1,0,0,0,2,2,1,-1,0,1,-2,1,-3,0,-1,1,1,0,0,1,-3,0,3,0,0,1,2,-2,ENTJ
4592,0,0,-1,-1,0,-1,-1,-1,0,0,0,0,2,0,0,1,3,2,0,2,0,3,0,0,0,-1,2,0,0,0,2,0,0,0,0,0,0,0,-2,-1,0,-1,1,-1,-1,1,-1,0,1,1,0,1,-2,0,0,0,1,-1,0,0,INFP
4593,1,0,0,-1,2,0,-1,-1,1,0,-1,0,0,2,-1,1,0,2,-1,1,0,0,1,1,-3,-2,2,0,-1,1,-2,0,0,0,1,2,0,-1,2,-2,-1,0,-1,1,1,0,-1,0,-1,0,0,0,0,0,-2,1,0,1,0,-1,ENFP
4594,0,1,-2,0,0,0,-2,0,0,0,0,-2,0,-1,0,0,-1,0,2,2,0,1,1,0,-2,0,-1,0,1,0,-2,0,0,0,2,-3,-2,2,2,-1,0,1,0,2,2,-1,0,0,1,0,0,-1,-2,0,2,0,0,-2,0,-2,INTJ
4595,0,0,-2,-1,-1,0,-1,0,1,0,-1,-2,1,-1,-2,2,0,0,0,-2,0,1,-1,1,-1,0,0,0,1,0,0,0,0,0,1,-2,1,-2,0,0,-1,1,-2,0,-2,0,0,0,3,1,0,0,-1,0,0,0,0,1,-1,-1,INTP
4596,0,0,1,-1,-1,0,1,0,1,0,-1,-1,1,0,-2,-3,-1,1,0,2,0,2,0,0,-1,0,-1,0,-1,2,-1,0,-3,0,0,2,-2,-1,0,-2,-1,1,0,0,-1,0,-1,0,2,0,0,0,2,0,0,0,0,-2,1,3,ISFJ
4597,0,0,1,0,-1,-2,-1,0,1,0,0,-1,-2,1,1,1,1,1,0,-1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,-2,0,-1,0,-1,-2,-2,0,-1,-1,-2,0,2,0,0,0,0,0,1,0,2,0,0,0,1,-1,INTJ
4598,0,0,2,-3,1,3,0,0,2,0,0,0,0,0,1,-1,0,-3,1,-2,-1,-3,1,0,-1,0,-1,0,0,3,2,0,2,0,1,-1,-2,1,0,2,3,0,-1,0,-1,0,2,0,-1,0,0,0,1,0,1,-1,0,0,1,-2,ESTP
4599,0,0,-3,-2,0,0,-2,-1,-3,0,1,1,-1,-2,-1,-1,3,-1,0,-2,0,1,0,0,-2,-2,-1,0,0,0,-1,0,-1,0,-1,2,1,2,-2,-2,1,-1,-1,-1,0,0,-1,0,0,0,0,1,0,0,-2,0,-1,2,2,-2,ESTJ
4600,0,0,2,0,1,-1,0,-1,2,0,0,0,1,0,-2,-2,0,3,-3,1,0,1,0,0,2,2,-3,1,1,1,-2,0,2,0,0,-1,2,2,0,2,-1,-2,-2,1,3,0,1,0,0,0,0,1,-1,0,1,1,0,0,-2,2,ENFJ
4601,0,0,2,-1,1,0,0,0,2,0,2,0,-2,1,3,1,0,0,-2,3,-1,1,-1,1,1,-2,-2,0,0,-1,-1,1,-1,0,0,-1,1,2,2,1,-1,-2,-1,-1,0,1,-3,0,-3,0,0,0,-1,0,1,0,0,-1,1,-2,INFJ
4602,0,0,1,0,1,1,0,0,1,-1,-1,-1,0,-1,-2,-2,-1,-2,1,-3,0,-1,0,0,-2,-1,-3,0,1,2,1,0,3,0,1,-1,-2,0,-1,-1,0,1,0,0,0,0,1,0,-1,1,0,0,3,0,2,0,0,1,2,-3,ESTP
4603,0,0,-1,-2,1,0,0,0,1,0,0,-1,-1,0,0,0,1,0,-2,-1,-1,0,0,-1,-3,2,1,-1,-2,-1,0,0,3,0,2,0,1,-2,1,1,0,0,0,-1,0,0,-2,0,3,1,1,-1,1,0,2,0,0,-1,-2,1,ESTP
4604,1,0,1,1,-3,1,0,0,-2,0,-1,-1,1,3,3,1,0,1,1,-2,0,-2,0,-1,1,2,-2,1,0,0,-1,0,-2,0,-1,-1,2,-2,2,1,0,0,-2,1,0,0,1,-1,2,0,0,0,3,0,-2,0,0,1,-1,-1,ENTP
4605,0,0,0,1,0,0,1,0,0,0,-3,1,-1,0,-2,0,0,-1,-1,1,0,-1,0,0,-1,2,0,0,2,-1,-1,0,-3,0,2,1,-2,3,0,0,1,2,0,1,0,0,-1,0,1,0,0,-1,-1,-1,-3,-1,0,1,-2,1,ESFP
4606,0,0,3,2,1,-2,0,0,2,0,-1,3,1,3,0,-2,0,2,0,1,0,2,1,0,0,0,-2,0,0,2,-2,0,0,0,-2,0,1,1,-2,1,-2,0,-1,0,0,0,1,0,0,0,0,1,-2,0,3,0,0,2,-1,1,ENFJ
4607,0,0,1,1,-2,-1,-2,0,2,0,3,-1,1,-1,3,-2,2,2,-2,3,0,1,0,0,-1,0,-1,0,0,3,2,-1,2,0,-2,2,1,-1,-2,0,-2,-1,-1,1,-2,0,-1,0,0,0,-1,0,3,0,2,0,0,2,1,2,INTJ
4608,0,0,0,-1,-1,2,-2,0,-2,0,-2,1,-3,-2,3,3,1,-1,-3,0,0,3,0,0,-1,1,1,0,1,0,-3,0,-1,0,1,-2,2,0,0,-1,0,2,1,3,2,0,3,0,1,0,-1,0,-1,-1,-1,1,0,2,-2,-1,INFJ
4609,0,0,-3,-1,-2,-3,0,1,0,0,-3,0,0,1,-2,2,1,-1,1,-1,0,-3,1,0,1,0,2,0,-3,-1,-2,0,1,0,-2,2,1,-3,0,-1,-1,0,-2,-2,1,-1,-1,0,3,0,0,0,2,0,1,0,0,3,-1,2,ENTP
4610,1,0,2,2,0,0,1,0,-1,0,2,0,-3,1,0,0,-2,-1,1,-2,0,2,0,0,0,0,-2,-1,0,1,3,0,0,0,0,3,0,2,2,1,-2,2,-2,-1,-2,0,3,0,0,0,0,0,0,0,0,0,0,0,-1,2,ESFJ
4611,0,0,-2,0,-2,3,-2,0,1,0,-1,1,1,1,0,-2,-1,2,3,2,0,2,-1,-1,1,-2,-3,0,0,-1,0,0,-1,0,-1,0,0,1,0,-2,2,1,0,-2,2,0,2,0,1,0,0,0,-2,1,2,0,0,-1,-1,1,ISFP
4612,0,0,-2,-2,0,-2,-1,1,0,0,0,1,1,-1,-2,0,-2,-2,0,1,0,1,0,0,-2,2,0,0,0,2,0,0,-2,0,0,-1,-3,0,1,-1,-2,1,1,2,-2,0,-1,0,2,0,0,0,1,0,1,0,0,1,-1,2,INTP
4613,0,0,-3,-2,2,3,-3,1,0,0,-3,3,-1,-2,0,0,2,-2,2,-1,0,0,0,0,0,2,2,0,1,2,-2,0,2,0,-1,-1,0,1,0,1,0,-1,2,1,0,0,0,0,-2,0,0,0,3,0,-2,0,0,3,0,0,ESFJ
4614,0,0,0,1,-2,0,-2,0,2,0,1,-1,0,1,1,1,0,-1,0,1,0,-3,0,0,-2,0,-3,0,2,2,1,0,1,0,-1,-1,-1,-2,0,1,0,-2,0,-2,1,0,1,0,0,0,0,0,1,0,3,0,0,-1,0,-2,INFP
4615,0,0,-1,-1,-2,0,0,0,0,-1,0,-1,0,1,2,1,2,3,-1,1,0,1,0,0,-3,-1,0,0,1,-2,-2,0,-1,0,2,-2,-3,1,1,-2,-3,2,1,1,-3,0,1,0,-3,1,0,0,-1,0,-1,0,0,-1,2,1,ISFJ
4616,0,0,-2,1,0,-3,1,0,0,0,0,-1,3,0,-1,-1,-3,0,0,0,0,0,0,0,3,-1,-1,0,0,-1,-2,0,-1,0,-1,-2,2,-1,3,-1,-1,-2,3,2,1,0,-1,0,0,0,-1,0,3,-1,1,0,0,-2,-1,2,ISFJ
4617,0,-1,0,-2,-3,1,-1,0,-1,-1,1,2,-2,-2,1,-1,2,3,0,2,-1,2,0,-1,0,-3,-1,0,-2,2,0,0,0,0,-1,2,1,2,0,1,1,1,-3,1,1,0,0,0,-1,0,0,0,1,0,-1,0,0,-2,0,1,ISFP
4618,0,1,0,0,-2,-2,-2,0,2,0,0,0,1,0,2,-2,0,-2,0,0,0,1,0,0,2,-1,-1,0,1,1,1,-1,-1,0,-1,0,0,0,1,1,2,-2,-1,1,1,0,1,0,3,0,0,0,3,0,-1,0,0,-2,-2,0,ISTP
4619,0,0,-1,-2,2,-1,-1,0,-1,-1,0,1,-1,1,1,0,1,-3,-2,-1,-1,-2,0,0,1,2,2,1,-1,0,-1,0,3,0,2,-2,2,-2,1,-1,1,3,1,-2,-1,0,1,0,1,0,0,0,1,0,1,0,0,1,-2,2,ESTP
4620,0,0,0,1,1,0,-2,0,-1,0,-3,-2,-2,0,3,0,-1,1,-3,1,0,-2,0,0,-1,-1,1,0,1,3,-2,0,-1,0,0,3,-1,-1,0,-1,-1,-3,1,2,1,0,-1,0,-1,0,-1,0,0,1,-2,0,1,1,3,1,ENFP
4621,0,0,1,-2,-3,2,-2,0,-1,0,0,0,0,-3,0,-3,0,0,2,-2,0,1,0,0,0,-1,-1,-1,-1,0,1,0,1,0,-2,2,-2,2,2,0,3,0,-2,0,-1,0,-2,-1,2,0,0,0,-3,0,2,1,0,0,-2,-1,ISFP
4622,0,0,-1,-1,-3,-1,0,-1,-2,1,-3,-1,-1,-2,1,1,1,1,1,-1,-1,-1,0,0,-2,-1,-2,0,1,-1,-2,0,0,0,0,-1,-2,0,-3,-2,-1,2,-1,1,1,0,1,0,0,0,0,0,-1,0,-2,0,1,-2,1,0,ISFJ
4623,0,0,0,-1,-2,-2,-3,0,-2,0,2,-2,-2,2,2,-3,0,-2,1,1,-1,2,0,0,0,1,-1,0,1,2,-2,0,0,0,1,0,1,1,2,-1,-1,-1,-2,1,-1,-1,-2,0,3,0,0,0,2,1,-1,0,0,-2,-3,-1,ISTP
4624,0,0,0,-2,-2,-1,-3,0,1,0,0,-1,3,-1,0,2,-2,0,-3,-1,1,1,0,0,-1,1,1,0,1,-1,-1,0,-2,0,0,0,-2,1,2,-2,-1,1,0,1,-2,0,-1,0,-1,0,0,0,1,0,3,0,0,1,-1,1,INTP
4625,0,0,1,-1,2,-2,0,1,-1,1,-1,0,1,1,2,1,0,-3,-1,-1,0,1,0,0,0,1,0,0,2,-1,1,0,0,0,2,-1,0,0,1,-2,0,0,1,1,2,0,0,0,-1,1,0,0,0,0,1,0,0,2,0,3,INTP
4626,0,0,1,1,0,2,-2,0,-1,0,-2,1,2,0,1,-1,0,-1,-2,2,0,-1,0,0,3,0,0,0,-3,-1,0,0,-1,0,-1,2,1,0,2,-1,-2,0,1,2,1,0,1,0,-1,-1,0,0,-1,0,0,0,0,0,-2,-2,ISFP
4627,0,-1,0,-1,-2,2,-1,0,-1,0,0,1,-1,-2,-1,-1,3,-1,2,-1,-1,0,0,0,0,1,-1,0,0,-1,0,0,-3,0,-1,2,0,-1,0,1,0,0,2,0,0,0,-1,0,0,0,0,-1,1,0,0,0,0,0,0,-3,ESTJ
4628,0,0,1,-1,0,-2,0,0,2,0,1,1,2,0,-1,-2,0,0,0,0,0,-1,0,0,0,3,0,0,-1,2,0,1,1,0,1,-2,3,1,2,2,-1,-1,1,1,2,0,1,0,0,0,0,0,-1,0,1,0,0,1,-1,2,ENFJ
4629,0,0,-2,1,-1,-2,-2,-1,-2,0,0,0,3,1,0,0,-1,1,3,-3,0,0,0,0,2,-2,1,0,-2,-2,-2,0,-2,0,-1,1,-1,0,0,-3,1,-1,1,-1,-2,0,1,0,2,0,0,0,2,0,-2,0,-1,-1,1,-1,ENTP
4630,0,0,-1,-1,-2,1,-1,1,-1,0,2,0,0,0,-2,-2,-1,-1,-1,-1,0,0,0,0,1,0,0,-1,0,1,-2,0,1,0,0,1,0,0,2,-1,2,-2,1,-2,-1,0,-2,0,-2,0,0,-1,0,0,0,0,0,0,0,1,ESFP
4631,0,-1,-1,0,-3,-2,0,0,0,0,-1,-1,2,3,1,0,1,2,3,-2,0,-2,0,0,2,-1,0,0,-1,-2,0,0,-1,0,-2,2,0,-3,2,0,0,1,-2,0,3,0,-2,0,-1,-1,0,0,3,0,1,0,0,2,-3,0,ENTP
4632,0,0,2,0,2,-2,0,0,-1,0,-1,-1,-1,-2,0,0,-2,0,1,1,0,-2,-1,0,-1,-2,1,0,1,1,-2,0,-2,-1,1,2,0,-2,2,-1,-1,-3,1,3,2,0,0,-1,-2,0,0,0,-2,0,1,0,0,1,2,2,ENFP
4633,0,0,0,-1,0,-1,-3,0,-1,0,0,0,2,0,-1,0,-2,1,0,-1,0,-1,-1,0,-2,0,-1,0,0,0,0,0,-1,0,-2,-2,0,1,1,-1,-3,-2,2,-2,0,0,1,0,-1,0,0,0,-2,0,-2,0,0,-2,-3,-2,INFP
4634,0,0,-2,1,-3,-1,-1,0,-3,-1,-3,1,1,-2,0,0,-2,0,2,2,1,2,-1,0,-1,2,-1,0,-1,3,0,-1,1,0,1,0,-2,-1,2,0,-2,3,0,2,-1,0,-3,-1,-3,1,0,0,-2,0,-1,0,0,1,0,-2,ENFJ
4635,1,1,-1,1,-1,0,0,0,0,0,-1,-1,0,-2,0,-1,3,-1,0,-1,0,0,0,0,-2,2,-2,0,-2,2,1,0,2,0,2,-1,-3,0,2,0,0,1,2,1,1,0,-2,0,0,0,-1,0,0,0,1,0,0,-1,2,-3,INFP
